dummy,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051,2052,2053,2054,2055,2056,2057,2058,2059,2060,2061,2062,2063,2064,2065,2066,2067,2068,2069,2070,2071,2072,2073,2074,2075,2076,2077,2078,2079,2080,2081,2082,2083,2084,2085,2086,2087,2088,2089,2090,2091,2092,2093,2094,2095,2096,2097,2098,2099,2100
*FC1,4.891387795,3.399514517,2.934832677,4.145451156,3.167173597,3.540141916,3.656312377,3.353657757,3.598227146,3.504985067,3.475942452,3.551606107,3.490463759,3.513774279,3.521034933,3.502119019,3.517404606,3.511576976,3.509761813,3.514490791,3.510669394,3.512126302,3.512580093,3.511397848,3.512353197,3.51198897,3.511875523,3.512171084,3.511932246,3.512023303,3.512051665,3.511977775,3.512037484,3.51201472,3.512007629,3.512026102,3.512011175,3.512016866,3.512018638,3.51201402,3.512017752,3.512016329,3.512015886,3.512017041,3.512016108,3.512016463,3.512016574,3.512016286,3.512016519,3.51201643,3.512016402,3.512016474,3.512016416,3.512016438,3.512016445,3.512016427,3.512016442,3.512016436,3.512016434,3.512016439,3.512016435,3.512016437,3.512016437,3.512016436,3.512016437,3.512016437,3.512016436,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437,3.512016437
*FC2,14.3,6.6,3.399514517,10.45,4.999757259,6.924757259,7.724878629,5.962257259,7.324817944,6.843567944,6.643537601,7.084192944,6.743552773,6.863865273,6.913872858,6.803709023,6.888869065,6.85879094,6.846289044,6.873830003,6.852539992,6.860059524,6.863184998,6.856299758,6.861622261,6.859742378,6.858961009,6.860682319,6.859351694,6.859821664,6.860017006,6.859586679,6.859919335,6.859801843,6.859753007,6.859860589,6.859777425,6.859806798,6.859819007,6.859792111,6.859812902,6.859805559,6.859802507,6.859809231,6.859804033,6.859805869,6.859806632,6.859804951,6.85980625,6.859805791,6.859805601,6.859806021,6.859805696,6.859805811,6.859805858,6.859805753,6.859805835,6.859805806,6.859805794,6.85980582,6.8598058,6.859805807,6.85980581,6.859805804,6.859805809,6.859805807,6.859805806,6.859805808,6.859805806,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807,6.859805807
*PGNUC,5.83,5.555,5.17,5.6925,5.3625,5.43125,5.5275,5.396875,5.479375,5.4621875,5.438125,5.47078125,5.45015625,5.454453125,5.46046875,5.452304688,5.457460938,5.456386719,5.454882813,5.456923828,5.455634766,5.45590332,5.456279297,5.455769043,5.456091309,5.45602417,5.455930176,5.456057739,5.455977173,5.455993958,5.456017456,5.455985565,5.456005707,5.456001511,5.455995636,5.456003609,5.455998573,5.455999622,5.456001091,5.455999098,5.456000357,5.456000094,5.455999727,5.456000226,5.455999911,5.455999976,5.456000068,5.455999944,5.456000022,5.456000006,5.455999983,5.456000014,5.455999994,5.455999999,5.456000004,5.455999996,5.456000001,5.456,5.455999999,5.456000001,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456,5.456
PGLHYD,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3,3.3
PGSHYD,2.695,2.64,2.53,2.6675,2.585,2.59875,2.62625,2.591875,2.6125,2.6090625,2.6021875,2.61078125,2.605625,2.606484375,2.608203125,2.606054688,2.60734375,2.607128906,2.606699219,2.607236328,2.606914063,2.606967773,2.607075195,2.606940918,2.607021484,2.607008057,2.606981201,2.607014771,2.606994629,2.606997986,2.6070047,2.606996307,2.607001343,2.607000504,2.606998825,2.607000923,2.606999664,2.606999874,2.607000294,2.606999769,2.607000084,2.607000031,2.606999927,2.607000058,2.606999979,2.606999992,2.607000018,2.606999986,2.607000005,2.607000002,2.606999995,2.607000004,2.606999999,2.607,2.607000001,2.606999999,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607
PGWND,1.422574808,1.275399522,1.03596025,1.348987165,1.155679886,1.192473707,1.252333525,1.174076797,1.222403616,1.213205161,1.198240207,1.217804389,1.205722684,1.208022298,1.211763536,1.206872491,1.209892917,1.209318013,1.208382704,1.209605465,1.208850359,1.208994084,1.209227912,1.208922222,1.209110998,1.209075067,1.20901661,1.209093032,1.209045838,1.209054821,1.209069435,1.20905033,1.209062128,1.209059883,1.209056229,1.209061005,1.209058056,1.209058617,1.209059531,1.209058336,1.209059074,1.209058934,1.209058705,1.209059004,1.209058819,1.209058854,1.209058912,1.209058837,1.209058883,1.209058874,1.20905886,1.209058879,1.209058867,1.209058869,1.209058873,1.209058868,1.209058871,1.209058871,1.20905887,1.209058871,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887,1.20905887
PGSOL,4,1.1242,0.8694,2.5621,0.9968,1.71575,1.77945,1.356275,1.7476,1.5678625,1.5519375,1.65773125,1.5599,1.604834375,1.608815625,1.582367188,1.606825,1.595591406,1.594596094,1.601208203,1.59509375,1.597902148,1.598150977,1.596497949,1.598026563,1.597324463,1.597262256,1.597675513,1.597293359,1.597468884,1.597484436,1.597381122,1.59747666,1.597432779,1.597428891,1.59745472,1.597430835,1.597441805,1.597442777,1.59743632,1.597442291,1.597439549,1.597439306,1.59744092,1.597439427,1.597440113,1.597440174,1.59743977,1.597440143,1.597439972,1.597439957,1.597440057,1.597439964,1.597440007,1.597440011,1.597439986,1.597440009,1.597439998,1.597439997,1.597440004,1.597439998,1.59744,1.597440001,1.597439999,1.597440001,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744
*PGOTHREN,4.2911,3.5178,2.8743,3.90445,3.19605,3.389375,3.55025,3.2927125,3.4698125,3.42148125,3.3812625,3.445646875,3.401371875,3.413454688,3.423509375,3.407413281,3.418482031,3.415461328,3.412947656,3.41697168,3.414204492,3.414959668,3.415588086,3.41458208,3.415273877,3.415085083,3.414927979,3.41517948,3.415006531,3.415053729,3.415093005,3.41503013,3.415073367,3.415061568,3.415051749,3.415067467,3.415056658,3.415059608,3.415062063,3.415058133,3.415060835,3.415060098,3.415059484,3.415060467,3.415059791,3.415059976,3.415060129,3.415059883,3.415060052,3.415060006,3.415059968,3.415060029,3.415059987,3.415059998,3.415060008,3.415059993,3.415060003,3.41506,3.415059998,3.415060002,3.415059999,3.41506,3.415060001,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506,3.41506
PGASHYD,2.695,2.64,2.53,2.6675,2.585,2.59875,2.62625,2.591875,2.6125,2.6090625,2.6021875,2.61078125,2.605625,2.606484375,2.608203125,2.606054688,2.60734375,2.607128906,2.606699219,2.607236328,2.606914063,2.606967773,2.607075195,2.606940918,2.607021484,2.607008057,2.606981201,2.607014771,2.606994629,2.606997986,2.6070047,2.606996307,2.607001343,2.607000504,2.606998825,2.607000923,2.606999664,2.606999874,2.607000294,2.606999769,2.607000084,2.607000031,2.606999927,2.607000058,2.606999979,2.606999992,2.607000018,2.606999986,2.607000005,2.607000002,2.606999995,2.607000004,2.606999999,2.607,2.607000001,2.606999999,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607,2.607
PGAWND,1.380842484,1.226672936,0.975853896,1.30375771,1.101263416,1.139805803,1.202510563,1.120534609,1.171158183,1.161522586,1.145846396,1.166340385,1.153684491,1.15609339,1.160012438,1.154888941,1.158052914,1.157450689,1.156470927,1.157751802,1.156960808,1.157111365,1.157356305,1.157036086,1.157233835,1.157196196,1.157134961,1.157215015,1.157165578,1.157174988,1.157190297,1.157170283,1.157182642,1.15718029,1.157176463,1.157181466,1.157178376,1.157178964,1.157179921,1.15717867,1.157179443,1.157179296,1.157179057,1.157179369,1.157179176,1.157179213,1.157179273,1.157179195,1.157179243,1.157179234,1.157179219,1.157179238,1.157179226,1.157179228,1.157179232,1.157179227,1.15717923,1.15717923,1.157179229,1.15717923,1.157179229,1.157179229,1.15717923,1.157179229,1.15717923,1.15717923,1.157179229,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923,1.15717923
PGASOL,4.4,3.3896,3.075,3.8948,3.2323,3.4849,3.56355,3.3586,3.524225,3.461075,3.4414125,3.49265,3.45124375,3.46703125,3.471946875,3.4591375,3.469489063,3.465542188,3.464313281,3.467515625,3.464927734,3.465914453,3.46622168,3.465421094,3.466068066,3.465821387,3.46574458,3.465944727,3.465782983,3.465844653,3.465863855,3.465813818,3.465854254,3.465838837,3.465834036,3.465846545,3.465836436,3.465840291,3.465841491,3.465838364,3.465840891,3.465839927,3.465839627,3.465840409,3.465839777,3.465840018,3.465840093,3.465839898,3.465840056,3.465839995,3.465839977,3.465840026,3.465839986,3.465840001,3.465840006,3.465839994,3.465840003,3.46584,3.465839999,3.465840002,3.465839999,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584,3.46584
PGANUC,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6,6.6
PGAPSS,3.74,3.465,3.135,3.6025,3.3,3.36875,3.45125,3.334375,3.41,3.3928125,3.3721875,3.40140625,3.3825,3.386796875,3.391953125,3.384648438,3.389375,3.388300781,3.387011719,3.388837891,3.38765625,3.387924805,3.38824707,3.387790527,3.388085938,3.388018799,3.387938232,3.388052368,3.387978516,3.3879953,3.388015442,3.387986908,3.388005371,3.388001175,3.38799614,3.388003273,3.387998657,3.387999706,3.388000965,3.387999182,3.388000336,3.388000073,3.387999759,3.388000205,3.387999916,3.387999982,3.38800006,3.387999949,3.388000021,3.388000005,3.387999985,3.388000013,3.387999995,3.387999999,3.388000004,3.387999997,3.388000001,3.388,3.387999999,3.388000001,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388,3.388
PGAPSSL,4.18,3.905,3.685,4.0425,3.795,3.86375,3.91875,3.829375,3.89125,3.8740625,3.8603125,3.88265625,3.8671875,3.871484375,3.874921875,3.869335938,3.873203125,3.872128906,3.871269531,3.872666016,3.871699219,3.871967773,3.872182617,3.871833496,3.872075195,3.872008057,3.871954346,3.872041626,3.871981201,3.871997986,3.872011414,3.871989594,3.8720047,3.872000504,3.871997147,3.872002602,3.871998825,3.871999874,3.872000713,3.87199935,3.872000294,3.872000031,3.871999822,3.872000163,3.871999927,3.871999992,3.872000045,3.871999959,3.872000018,3.872000002,3.871999989,3.87200001,3.871999995,3.872,3.872000003,3.871999997,3.872000001,3.872,3.871999999,3.872000001,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872,3.872
PGACGS,3.795,3.597,3.3825,3.696,3.48975,3.53925,3.592875,3.5145,3.5660625,3.5536875,3.54028125,3.559875,3.546984375,3.550078125,3.553429688,3.54853125,3.551753906,3.550980469,3.550142578,3.551367188,3.550561523,3.550754883,3.550964355,3.550658203,3.550859619,3.550811279,3.550758911,3.550835449,3.550785095,3.55079718,3.550810272,3.550791138,3.550803726,3.550800705,3.550797432,3.550802216,3.550799068,3.550799824,3.550800642,3.550799446,3.550800233,3.550800044,3.550799839,3.550800138,3.550799942,3.550799989,3.55080004,3.550799965,3.550800015,3.550800003,3.55079999,3.550800009,3.550799996,3.550799999,3.550800003,3.550799998,3.550800001,3.5508,3.550799999,3.550800001,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508,3.5508
PGACGSL,3.96,3.7895,3.597,3.87475,3.69325,3.735875,3.784,3.7145625,3.7599375,3.74928125,3.73725,3.754609375,3.743265625,3.745929688,3.7489375,3.744597656,3.747433594,3.746767578,3.746015625,3.747100586,3.746391602,3.746558105,3.746746094,3.746474854,3.7466521,3.746610474,3.746563477,3.746631287,3.746586975,3.746597382,3.746609131,3.746592178,3.746603256,3.746600655,3.746597717,3.746601955,3.746599186,3.746599836,3.746600571,3.746599511,3.746600204,3.746600041,3.746599857,3.746600122,3.746599949,3.74659999,3.746600036,3.746599969,3.746600013,3.746600003,3.746599991,3.746600008,3.746599997,3.746599999,3.746600002,3.746599998,3.746600001,3.7466,3.746599999,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466,3.7466
PGAGGS,1.925,1.7875,1.65,1.85625,1.71875,1.753125,1.7875,1.7359375,1.7703125,1.76171875,1.753125,1.766015625,1.757421875,1.759570313,1.76171875,1.758496094,1.760644531,1.760107422,1.759570313,1.760375977,1.759838867,1.759973145,1.760107422,1.759906006,1.760040283,1.760006714,1.759973145,1.760023499,1.759989929,1.759998322,1.760006714,1.759994125,1.760002518,1.76000042,1.759998322,1.760001469,1.759999371,1.759999895,1.76000042,1.759999633,1.760000157,1.760000026,1.759999895,1.760000092,1.759999961,1.759999993,1.760000026,1.759999977,1.76000001,1.760000002,1.759999993,1.760000006,1.759999998,1.76,1.760000002,1.759999999,1.760000001,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76,1.76
PGAWNO,2.457345813,1.996130443,1.939063744,2.226738128,1.967597094,2.082900936,2.097167611,2.025249015,2.090034273,2.061208313,2.057641644,2.075621293,2.059424978,2.066631469,2.067523136,2.063028224,2.067077302,2.06527568,2.065052763,2.066176491,2.065164221,2.065614627,2.065670356,2.065389424,2.065642491,2.06552989,2.065515958,2.065586191,2.065522924,2.065551074,2.065554557,2.065536999,2.065552816,2.065545778,2.065544907,2.065549297,2.065545343,2.065547102,2.06554732,2.065546223,2.065547211,2.065546771,2.065546717,2.065546991,2.065546744,2.065546854,2.065546868,2.065546799,2.065546861,2.065546833,2.06554683,2.065546847,2.065546832,2.065546838,2.065546839,2.065546835,2.065546839,2.065546837,2.065546837,2.065546838,2.065546837,2.065546838,2.065546838,2.065546837,2.065546838,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837,2.065546837
PGADPV,4,1.1242,0.8694,2.5621,0.9968,1.71575,1.77945,1.356275,1.7476,1.5678625,1.5519375,1.65773125,1.5599,1.604834375,1.608815625,1.582367188,1.606825,1.595591406,1.594596094,1.601208203,1.59509375,1.597902148,1.598150977,1.596497949,1.598026563,1.597324463,1.597262256,1.597675513,1.597293359,1.597468884,1.597484436,1.597381122,1.59747666,1.597432779,1.597428891,1.59745472,1.597430835,1.597441805,1.597442777,1.59743632,1.597442291,1.597439549,1.597439306,1.59744092,1.597439427,1.597440113,1.597440174,1.59743977,1.597440143,1.597439972,1.597439957,1.597440057,1.597439964,1.597440007,1.597440011,1.597439986,1.597440009,1.597439998,1.597439997,1.597440004,1.597439998,1.59744,1.597440001,1.597439999,1.597440001,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744,1.59744
PGAOTHREN,5.467,5.0446,3.6366,5.2558,4.3406,4.4462,4.7982,4.3934,4.6222,4.5958,4.5078,4.609,4.5518,4.5584,4.5804,4.5551,4.5694,4.56775,4.56225,4.568575,4.565,4.5654125,4.5667875,4.56520625,4.5661,4.565996875,4.565653125,4.566048438,4.565825,4.565850781,4.565936719,4.565837891,4.56589375,4.565887305,4.56586582,4.565890527,4.565876563,4.565878174,4.565883545,4.565877368,4.565880859,4.565880457,4.565879114,4.565880658,4.565879785,4.565879886,4.565880222,4.565879836,4.565880054,4.565880029,4.565879945,4.565880041,4.565879987,4.565879993,4.565880014,4.56587999,4.565880003,4.565880002,4.565879997,4.565880003,4.565879999,4.56588,4.565880001,4.565879999,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588,4.56588
